slug,название,номинал,единица_номинала,год,монетный_двор,era,sub_period,type,material,series,разновидность,тираж,диаметр_мм,толщина_мм,вес_г,гурт,цена_vf20,цена_ef40,цена_au50,цена_ms63,цена_ms65,описание,описание_аверс,описание_реверс
10r-2024-khanty-mansiyskiy-avtonomnyy-okrug-yugra,Ханты-Мансийский автономный округ – Югра,10,рубль,2024,ММД,rf,post-reform,jubilee,galvanic,rossiyskaya-federatsiya,,1000000,27,2.1,7.9,"300 рифлений и надпись «ДЕСЯТЬ РУБЛЕЙ», повторяющаяся дважды, разделенная звездочками",0,0,0,0,0,"Каталожная карточка: 10 рублей, 2024 год, монетный двор — ММД. Тематика выпуска — «Ханты-Мансийский автономный округ – Югра».  По официальным данным эмиссии тираж составил 1 000 000 экземпляров — это задаёт массовость выпуска и ориентир по редкости в коллекции. Как объект коллекции монета интересна сочетанием темы, штемпеля и качества чеканки.","на диске в центре – обозначение номинала монеты «10 РУБЛЕЙ», внутри цифры «0» – скрытые, видимые поочередно при изменении угла зрения изображения числа «10» и надписи «РУБ», внизу – товарный знак монетного двора; на кольце вверху – надпись «БАНК РОССИИ», внизу – год «2024», слева и справа – изображения ветвей лавра и дуба соответственно, элементы которых переходят на диск.","рельефное изображение герба Ханты-Мансийского автономного округа – Югры; на кольце по окружности – надписи, разделенные точками: в верхней части – «РОССИЙСКАЯ ФЕДЕРАЦИЯ», в нижней части – «ХАНТЫ-МАНСИЙСКИЙ АВТОНОМНЫЙ ОКРУГ – ЮГРА»."
10r-2024-uchitel,Учитель,10,рубль,2024,ММД,rf,post-reform,jubilee,galvanic,chelovek-truda,,1000000,22,2.2,5.63,"6 участков по 5 рифов и 6 участков по 7 рифов, чередующиеся с 12 гладкими участками",0,0,0,0,0,"Каталожная карточка: 10 рублей, 2024 год, монетный двор — ММД. Тематика выпуска — «Учитель». Относится к линейке «Человек труда» — это задаёт нумизматический контекст подбора. Заявленный тираж — 1 000 000 шт.; при прочих равных более скромный тираж обычно поддерживает спрос в коллекционном сегменте. В коллекцию её берут за узнаваемый сюжет и возможность собрать серию целиком.","обозначение номинала монеты «10 РУБЛЕЙ», внутри цифры «0» – скрытые, видимые поочередно при изменении угла зрения изображения числа «10» и надписи «РУБ», cлева и справа – стилизованные изображения ветви лавра и дуба соответственно, вдоль канта вверху – надпись «БАНК РОССИИ», внизу – год выпуска «2024», справа от него – товарный знак монетного двора.","рельефное изображение учительницы у школьной доски и учительского стола с предметами, связанными с темой образования; вверху по окружности – рельефная надпись «ЧЕЛОВЕК ТРУДА»."
50r-2025-pamyatnaya-moneta-posvyashchennaya-godu-zashchitnika-otechestva-s-izobrazheniem-voenno-istoricheskogo-muzeynogo-kompleksa-saur-mogila,"Памятная монета, посвященная Году защитника Отечества, с изображением военно-исторического музейного комплекса «Саур-Могила»",50,рубль,2025,ММД,rf,post-reform,jubilee,galvanic,bez-serii,,1000000,28,2.25,9.6,"150 рифлений и надпись «50 РУБЛЕЙ», повторяющаяся дважды, разделенная звездочками",0,0,0,0,0,"Представитель памятной эмиссии 2025 года (50 рублей), монетный двор — ММД: «Памятная монета, посвященная Году защитника Отечества, с изображением военно-исторического музейного комплекса «Саур-Могила»». Материал заготовки по паспорту выпуска: сталь с гальваническим покрытием. Официальный тираж — 1 000 000 шт.; для ориентира по рынку смотрите состояние и полноту комплекта. Как объект коллекции монета интересна сочетанием темы, штемпеля и качества чеканки.","на диске в центре – обозначение номинала монеты «50 РУБЛЕЙ», внутри цифры «0» – скрытые, видимые поочередно при изменении угла зрения изображения числа «50» и надписи «РУБ», внизу – товарный знак монетного двора; на кольце вверху – надпись «БАНК РОССИИ», внизу – год «2025», слева и справа – изображения ветвей лавра и дуба, элементы которых переходят на диск.","рельефное изображение фрагмента мемориального комплекса «Саур-Могила»; на кольце по окружности – рельефные надписи, разделенные точками: в верхней части – «ГОД ЗАЩИТНИКА ОТЕЧЕСТВА», в нижней части – «САУР-МОГИЛА»."
10r-2025-ulyanovsk,Ульяновск,10,рубль,2025,ММД,rf,post-reform,jubilee,galvanic,goroda-trudovoy-doblesti,,1000000,22,2.2,5.63,"6 участков по 5 рифов и 6 участков по 7 рифов, чередующиеся с 12 гладкими участками",0,0,0,0,0,"Выпуск 2025 года, 10 рублей, монетный двор — ММД: на реверсе раскрывается тема «Ульяновск» в рамках официальной памятной программы. Для оценки экземпляра важны сохранность штемпеля и полнота комплекта. Официальный тираж — 1 000 000 шт.; для ориентира по рынку смотрите состояние и полноту комплекта. В коллекцию её берут за узнаваемый сюжет и возможность собрать серию целиком.","обозначение номинала монеты «10 РУБЛЕЙ», внутри цифры «0» – скрытые, видимые поочередно при изменении угла зрения изображения числа «10» и надписи «РУБ», cлева и справа – стилизованные изображения ветви лавра и дуба соответственно, вдоль канта вверху – надпись «БАНК РОССИИ», внизу – год выпуска «2025», справа от него – товарный знак монетного двора.","рельефное изображение памятника «Солдат трудового фронта»; по окружности – надписи, вверху: «УЛЬЯНОВСК», внизу, на ленте: «ГОРОДА ТРУДОВОЙ ДОБЛЕСТИ»."
10r-2025-ufa,Уфа,10,рубль,2025,ММД,rf,post-reform,jubilee,galvanic,goroda-trudovoy-doblesti,,1000000,22,2.2,5.63,"6 участков по 5 рифов и 6 участков по 7 рифов, чередующиеся с 12 гладкими участками",0,0,0,0,0,"Каталожная карточка: 10 рублей, 2025 год, монетный двор — ММД. Тематика выпуска — «Уфа».   Рыночная котировка в первую очередь следует за сохранностью и редкостью штемпельных разновидностей.","обозначение номинала монеты «10 РУБЛЕЙ», внутри цифры «0» – скрытые, видимые поочередно при изменении угла зрения изображения числа «10» и надписи «РУБ», cлева и справа – стилизованные изображения ветви лавра и дуба соответственно, вдоль канта вверху – надпись «БАНК РОССИИ», внизу – год выпуска «2025», справа от него – товарный знак монетного двора.","рельефное изображение фрагмента памятника труженикам тыла; по окружности – надписи, вверху: «УФА», внизу, на ленте: «ГОРОДА ТРУДОВОЙ ДОБЛЕСТИ»."
10r-2025-chelyabinsk,Челябинск,10,рубль,2025,ММД,rf,post-reform,jubilee,galvanic,goroda-trudovoy-doblesti,,1000000,22,2.2,5.63,"6 участков по 5 рифов и 6 участков по 7 рифов, чередующиеся с 12 гладкими участками",0,0,0,0,0,Юбилейная монета 10 рублей 2025 года (ММД) посвящена теме «Челябинск» — для коллекционера это прежде всего сюжет и сохранность. Технология изготовления для круга обращения: сталь с гальваническим покрытием. Заявленный тираж — 1 000 000 шт.; при прочих равных более скромный тираж обычно поддерживает спрос в коллекционном сегменте. Для альбома важны равномерный блеск поля и отсутствие следов обращения на рельефе.,"обозначение номинала монеты «10 РУБЛЕЙ», внутри цифры «0» – скрытые, видимые поочередно при изменении угла зрения изображения числа «10» и надписи «РУБ», cлева и справа – стилизованные изображения ветви лавра и дуба соответственно, вдоль канта вверху – надпись «БАНК РОССИИ», внизу – год выпуска «2025», справа от него – товарный знак монетного двора.","рельефное изображение стелы «Город трудовой доблести», дополненной образами, изображенными на ее нижней части; по окружности – надписи, вверху: «ЧЕЛЯБИНСК», внизу, на ленте: «ГОРОДА ТРУДОВОЙ ДОБЛЕСТИ»."
10r-2025-yaroslavl,Ярославль,10,рубль,2025,ММД,rf,post-reform,jubilee,galvanic,goroda-trudovoy-doblesti,,1000000,22,2.2,5.63,"6 участков по 5 рифов и 6 участков по 7 рифов, чередующиеся с 12 гладкими участками",0,0,0,0,0,"Выпуск 2025 года, 10 рублей, монетный двор — ММД: на реверсе раскрывается тема «Ярославль» в рамках официальной памятной программы.   Как объект коллекции монета интересна сочетанием темы, штемпеля и качества чеканки.","обозначение номинала монеты «10 РУБЛЕЙ», внутри цифры «0» – скрытые, видимые поочередно при изменении угла зрения изображения числа «10» и надписи «РУБ», cлева и справа – стилизованные изображения ветви лавра и дуба соответственно, вдоль канта вверху – надпись «БАНК РОССИИ», внизу – год выпуска «2025», справа от него – товарный знак монетного двора.","рельефное изображение быстроходного артиллерийского тягача времен Великой Отечественной войны «Я-12»; по окружности – надписи, вверху: «ЯРОСЛАВЛЬ», внизу, на ленте: «ГОРОДА ТРУДОВОЙ ДОБЛЕСТИ»."
25r-2025-fiksiki,Фиксики,25,рубль,2025,ММД,rf,post-reform,jubilee,galvanic,rossiyskaya-sovetskaya-multiplikatsiya,,850000,27,2.3,9,180 рифлений,0,0,0,0,0,Официальная памятная монета 25 рублей (2025) с темой «Фиксики»; штемпель ММД.   Для альбома важны равномерный блеск поля и отсутствие следов обращения на рельефе.,"рельефное изображение Государственного герба Российской Федерации, над ним вдоль канта – надпись полукругом «РОССИЙСКАЯ ФЕДЕРАЦИЯ», обрамленная с обеих сторон сдвоенными ромбами, под гербом в центре в три строки – надпись «БАНК РОССИИ», номинал монеты «25 РУБЛЕЙ», год выпуска «2025 г.», справа – товарный знак монетного двора.","рельефное изображение героев мультсериала «Фиксики», вверху – надпись «ФИКСИКИ»."
10r-2025-smolenskaya-oblast,Смоленская область,10,рубль,2025,ММД,rf,post-reform,jubilee,galvanic,rossiyskaya-federatsiya,,1000000,27,2.1,7.9,"300 рифлений и надпись «ДЕСЯТЬ РУБЛЕЙ», повторяющаяся дважды, разделенная звездочками",0,0,0,0,0,"Выпуск 2025 года, 10 рублей, монетный двор — ММД: на реверсе раскрывается тема «Смоленская область» в рамках официальной памятной программы. Для оценки экземпляра важны сохранность штемпеля и полнота комплекта. По официальным данным эмиссии тираж составил 1 000 000 экземпляров — это задаёт массовость выпуска и ориентир по редкости в коллекции. Для альбома важны равномерный блеск поля и отсутствие следов обращения на рельефе.","на диске в центре – обозначение номинала монеты «10 РУБЛЕЙ», внутри цифры «0» – скрытые, видимые поочередно при изменении угла зрения изображения числа «10» и надписи «РУБ», внизу – товарный знак монетного двора; на кольце вверху – надпись «БАНК РОССИИ», внизу – год «2025», слева и справа – изображения ветвей лавра и дуба, элементы которых переходят на диск.","рельефное изображение герба Смоленской области; на кольце по окружности – рельефные надписи, разделенные точками: в верхней части – «РОССИЙСКАЯ ФЕДЕРАЦИЯ», в нижней части – «СМОЛЕНСКАЯ ОБЛАСТЬ»."
25r-2025-dinamo,Динамо,25,рубль,2025,СПМД,rf,post-reform,jubilee,cupronickel,rossiyskiy-sport,,50000,27,2.3,10,180 рифлений,0,0,0,0,0,"Номинал 25 рублей, год чеканки 2025, монетный двор — СПМД. Предмет коллекционирования — памятная монета с наименованием «Динамо».   ","рельефное изображение Государственного герба Российской Федерации, над ним вдоль канта – надпись полукругом «РОССИЙСКАЯ ФЕДЕРАЦИЯ», обрамленная с обеих сторон сдвоенными ромбами, под гербом в центре в три строки – надпись «БАНК РОССИИ», номинал монеты «25 РУБЛЕЙ», год выпуска «2025 г.», справа – товарный знак монетного двора.",выполненное в цвете изображение символики Всероссийского физкультурно-спортивного общества «Динамо»; вверху по окружности – рельефная надпись «ДИНАМО».
25r-2025-tsska,ЦСКА,25,рубль,2025,ММД,rf,post-reform,jubilee,cupronickel,rossiyskiy-sport,,50000,27,2.3,10,180 рифлений,0,0,0,0,0,"Выпуск 2025 года, 25 рублей, монетный двор — ММД: на реверсе раскрывается тема «ЦСКА» в рамках официальной памятной программы.   ","рельефное изображение Государственного герба Российской Федерации, над ним вдоль канта – надпись полукругом «РОССИЙСКАЯ ФЕДЕРАЦИЯ», обрамленная с обеих сторон сдвоенными ромбами, под гербом в центре в три строки – надпись «БАНК РОССИИ», номинал монеты «25 РУБЛЕЙ», год выпуска «2025 г.», справа – товарный знак монетного двора.",выполненное в цвете изображение символики Центрального спортивного клуба Армии.
25r-2025-lokomotiv,Локомотив,25,рубль,2025,СПМД,rf,post-reform,jubilee,cupronickel,rossiyskiy-sport,,50000,27,2.3,10,180 рифлений,0,0,0,0,0,"Каталожная карточка: 25 рублей, 2025 год, монетный двор — СПМД. Тематика выпуска — «Локомотив». Серия в каталоге: «Российский спорт». Эмиссия 50 000 экземпляров относит монету к категории памятных выпусков с известной массовостью. Рыночная котировка в первую очередь следует за сохранностью и редкостью штемпельных разновидностей.","рельефное изображение Государственного герба Российской Федерации, над ним вдоль канта – надпись полукругом «РОССИЙСКАЯ ФЕДЕРАЦИЯ», обрамленная с обеих сторон сдвоенными ромбами, под гербом в центре в три строки – надпись «БАНК РОССИИ», номинал монеты «25 РУБЛЕЙ», год выпуска «2025 г.», справа – товарный знак монетного двора.",выполненное в цвете изображение символики Российского физкультурно-спортивного общества «Локомотив»; вверху по окружности – рельефная надпись «ЛОКОМОТИВ».
25r-2025-spartak,Спартак,25,рубль,2025,ММД,rf,post-reform,jubilee,cupronickel,rossiyskiy-sport,,50000,27,2.3,10,180 рифлений,0,0,0,0,0,"Представитель памятной эмиссии 2025 года (25 рублей), монетный двор — ММД: «Спартак».   Как объект коллекции монета интересна сочетанием темы, штемпеля и качества чеканки.","рельефное изображение Государственного герба Российской Федерации, над ним вдоль канта – надпись полукругом «РОССИЙСКАЯ ФЕДЕРАЦИЯ», обрамленная с обеих сторон сдвоенными ромбами, под гербом в центре в три строки – надпись «БАНК РОССИИ», номинал монеты «25 РУБЛЕЙ», год выпуска «2025 г.», справа – товарный знак монетного двора.",выполненное в цвете изображение символики Российского физкультурно-спортивного общества «Спартак»; вверху по окружности – рельефная надпись «СПАРТАК».
25r-2025-trudovye-rezervy,Трудовые резервы,25,рубль,2025,ММД,rf,post-reform,jubilee,cupronickel,rossiyskiy-sport,,50000,27,2.3,10,180 рифлений,0,0,0,0,0,"Памятный выпуск номиналом 25 рублей (2025, монетный двор — ММД) — отдельная позиция в каталоге современной России: сюжет «Трудовые резервы». Материал заготовки по паспорту выпуска: мельхиор (медно-никелевый сплав). Эмиссия 50 000 экземпляров относит монету к категории памятных выпусков с известной массовостью. Рыночная котировка в первую очередь следует за сохранностью и редкостью штемпельных разновидностей.","рельефное изображение Государственного герба Российской Федерации, над ним вдоль канта – надпись полукругом «РОССИЙСКАЯ ФЕДЕРАЦИЯ», обрамленная с обеих сторон сдвоенными ромбами, под гербом в центре в три строки – надпись «БАНК РОССИИ», номинал монеты «25 РУБЛЕЙ», год выпуска «2025 г.», справа – товарный знак монетного двора.",выполненное в цвете изображение символики Всероссийского физкультурно-спортивного общества «Трудовые резервы».
10r-2025-rabotnik-selskogo-khozyaystva-i-pererabatyvayushchey-promyshlennosti,Работник сельского хозяйства и перерабатывающей промышленности,10,рубль,2025,ММД,rf,post-reform,jubilee,galvanic,chelovek-truda,,1000000,22,2.2,5.63,"6 участков по 5 рифов и 6 участков по 7 рифов, чередующиеся с 12 гладкими участками",0,0,0,0,0,"Памятный выпуск номиналом 10 рублей (2025, монетный двор — ММД) — отдельная позиция в каталоге современной России: сюжет «Работник сельского хозяйства и перерабатывающей промышленности».  По официальным данным эмиссии тираж составил 1 000 000 экземпляров — это задаёт массовость выпуска и ориентир по редкости в коллекции. Как объект коллекции монета интересна сочетанием темы, штемпеля и качества чеканки.","обозначение номинала монеты «10 РУБЛЕЙ», внутри цифры «0» – скрытые, видимые поочередно при изменении угла зрения изображения числа «10» и надписи «РУБ», cлева и справа – стилизованные изображения ветви лавра и дуба соответственно, вдоль канта вверху – надпись «БАНК РОССИИ», внизу – год выпуска «2025», справа от него – товарный знак монетного двора.","рельефное изображение работницы сельского хозяйства среди колосьев на фоне изображения механизатора, стоящего на подножке комбайна; вверху справа по окружности – надпись «ЧЕЛОВЕК ТРУДА»."
50r-2025-yubiley-pobedy-sovetskogo-naroda-v-velikoy-otechestvennoy-voyne-1941-1945-gg,Юбилей Победы советского народа в Великой Отечественной войне 1941–1945 гг.,50,рубль,2025,ММД,rf,post-reform,jubilee,galvanic,yubiley-pobedy-sovetskogo-naroda-v-velikoy-otechestvennoy-voyne-1941-1945-gg,,1000000,28,2.25,9.6,"150 рифлений и надпись «50 РУБЛЕЙ», повторяющаяся дважды, разделенная звездочками",0,0,0,0,0,Официальная памятная монета 50 рублей (2025) с темой «Юбилей Победы советского народа в Великой Отечественной войне 1941–1945 гг.»; штемпель ММД. Входит в тематическую группу «75 лет Победы в ВОВ». Эмиссия 1 000 000 экземпляров относит монету к категории памятных выпусков с известной массовостью. Для альбома важны равномерный блеск поля и отсутствие следов обращения на рельефе.,"на диске в центре – обозначение номинала монеты «50 РУБЛЕЙ», внутри цифры «0» – скрытые, видимые поочередно при изменении угла зрения изображения числа «50» и надписи «РУБ», внизу – товарный знак монетного двора; на кольце вверху – надпись «БАНК РОССИИ», внизу – год «2025», слева и справа – изображения ветвей лавра и дуба, элементы которых переходят на диск.",рельефное изображение логотипа празднования 80-летия Победы в Великой Отечественной войне 1941–1945 годов; на кольце вдоль канта – рельефное изображение лаврового венка.
1r-1991-lmd-magnitn,,1,рубль,1991,ЛМД,rf,pre-reform,regular,cupronickel,,магнитная,,27,1.9,7.5,Рубчатый (140 рифлений),50,,,100,,"1 рубль 1991 ЛМД на магнитной стальной заготовке — последний советский рубль, отчеканенный Ленинградом уже на «реформенном» металле 1992 года. Уверенно магнитится, в отличие от мельхиоровых рублей предыдущих лет. Массовый выпуск; коллекционно ценятся только отборные UNC.",,
10k-1991-m-magnitn,,10,копейка,1991,М,rf,pre-reform,regular,gvs,,магнитная,,17.5,1.25,1.85,Рубчатый (98 рифлений),20,,,50,,"10 копеек 1991 М на магнитной стальной заготовке — именно такие кружки московский двор чеканил ближе к концу года, готовясь к реформе 1992-го. Проверяется секундой: обычная 10-ка 1991-го немагнитная, а этот вариант уверенно прилипает к магниту. Массовая монета, коллекционно интересна только в UNC.",,
10r-1991-lmd-bimetal,,10,рубль,1991,ЛМД,rf,pre-reform,regular,bimetal,,биметалл,,25,1.85,6.25,Прерывисто-рубчатый,120,,,250,,"10 рублей 1991 ЛМД — тот самый биметаллический «ГКЧП»: старший номинал реформы Павлова, выпущенный за считанные месяцы до распада СССР. Ленинградский тираж был основным — монета доступна, хотя в UNC ценится заметно выше. Памятник несостоявшейся советской реформы.",,
10r-1991-mmd-bimetal,,10,рубль,1991,ММД,rf,pre-reform,regular,bimetal,,биметалл,,25,1.85,6.25,Прерывисто-рубчатый,45000,,,90000,,10 рублей 1991 ММД — сверхредкий московский вариант биметаллического «ГКЧП» и одна из самых дорогих советских монет регулярного чекана. Известен единицами экземпляров: в оборот эта партия практически не попала. На аукционах уверенно уходит за десятки тысяч рублей — в сотни раз дороже доступного ЛМД-аналога.,,
5r-1991-lmd,,5,рубль,1991,ЛМД,rf,pre-reform,regular,cupronickel,,,,26,1.85,6.25,Рубчатый с надписью «ПЯТЬ РУБЛЕЙ»,90,,,150,,"5 рублей 1991 ЛМД — последняя советская пятёрка перед распадом СССР в мельхиоре. Уже в августе её сменил биметаллический «ГКЧП», так что в обращении монета прожила всего несколько месяцев. Массовой не назовёшь, но в средней сохранности вполне доступная.",,
5r-1991-mmd,,5,рубль,1991,ММД,rf,pre-reform,regular,cupronickel,,,,26,1.85,6.25,Рубчатый с надписью «ПЯТЬ РУБЛЕЙ»,250,,,400,,"5 рублей 1991 ММД — московский вариант последней советской пятирублёвки. Тираж ММД был существенно меньше ленинградского, поэтому монета встречается заметно реже и устойчиво дороже ЛМД-аналога. В хорошей сохранности — стабильный лот любого советского аукциона.",,
50k-1991-lmd-magnitn,,50,копейка,1991,ЛМД,rf,pre-reform,regular,gvs,,магнитная,,19.5,1.5,2.75,Рубчатый (105 рифлений),40,,,80,,"50 копеек 1991 ЛМД на магнитной стальной заготовке — одна из первых «стальных» разменных монет: Ленинград перевёл 50-копеечный номинал на будущую реформенную заготовку ещё до распада СССР. Рядовая для своего года, но исторически любопытная: последняя советская полтина, уже по новому стандарту.",,
1r-1992-l-nemagnitn,,1,рубль,1992,Л,rf,pre-reform,regular,cupronickel,,немагнитная,,19.5,1.4,2.95,Гладкий,20,,,40,,"1 рубль 1992 со знаком «Л» на мельхиоре — ленинградская пара знаменитой «эмки». Советский штемпель с одиночной «Л» остался от 1991-го и отчеканил лишь несколько ранних партий; с такой же редкой немагнитной мельхиоровой заготовкой это одна из топ-перепуток ранней РФ, на торгах уходит десятками тысяч рублей.",,
1r-1992-m-nemagnitn,,1,рубль,1992,М,rf,pre-reform,regular,cupronickel,,немагнитная,,19.5,1.4,2.95,Гладкий,20,,,40,,"1 рубль 1992 со знаком «М» на мельхиоре — одна из ключевых перепуток молодой России. На ранних партиях нового года использовали старый советский штемпель с одиночной «М», а заготовку взяли ещё мельхиоровую — не магнитится. Экземпляр стоит в сотни раз дороже рядовой монеты и считается обязательным для подборки 1990-х.",,
1r-1992-mmd-magnitn,,1,рубль,1992,ММД,rf,pre-reform,regular,cupronickel,,магнитная,,19.5,1.4,2.8,Гладкий,100,,,200,,"1 рубль 1992 ММД — стандартный рубль первого года молодой РФ. Стальная заготовка с латунным покрытием, уверенно магнитится; монета массовая. Коллекционную ценность имеют только «чистые» UNC: покрытие на этих рублях легко тускнеет, и первозданных экземпляров остаётся всё меньше.",,
10r-1992-mmd-nemagnitn,,10,рубль,1992,ММД,rf,pre-reform,regular,cupronickel,,немагнитная,,21,1.35,3.75,Рубчатый,30,,,60,,"10 рублей 1992 ММД в мельхиоре — немагнитный московский вариант параллельно с биметаллическим выпуском этого номинала. Медно-никелевая заготовка, магнитом не берётся; на рынке доступна, коллекционно интересны только UNC — поверхность быстро тускнеет.",,
10r-1992-lmd-bimetal,,10,рубль,1992,ЛМД,rf,pre-reform,regular,bimetal,,биметалл,,25,1.85,6.25,Прерывисто-рубчатый,20000,,,40000,,"10 рублей 1992 ЛМД в биметалле — редкий биметаллический выпуск первого года РФ: латунное кольцо, мельхиоровый центр, дизайн унаследован от «ГКЧП» 1991-го, но уже с российским гербом. Тираж оказался коротким, в оборот монета почти не попала — в хорошей сохранности уверенно стоит десятки тысяч рублей.",,
10r-1992-lmd-nemagnitn,,10,рубль,1992,ЛМД,rf,pre-reform,regular,cupronickel,,немагнитная,,21,1.35,3.75,Рубчатый,20000,,,40000,,"10 рублей 1992 ЛМД в мельхиоре — редкая разновидность: основной тираж года шёл в биметалле, и плоские медно-никелевые 10-рублёвки попали в оборот лишь небольшой партией. Магнитом не берутся и внешне отличаются цветом от биметалла. Стабильный лот любых аукционов ранней РФ.",,
10r-1992-mmd-magnitn,,10,рубль,1992,ММД,rf,pre-reform,regular,cupronickel,,магнитная,,21,1.35,3.6,Рубчатый,30000,,,50000,,"10 рублей 1992 ММД на магнитной заготовке — сверхредкая перепутка по металлу. Основной выпуск этого номинала шёл в биметалле и мельхиоре, но единичная партия ушла на стальных кружках с покрытием. Такая монета магнитится, в коллекцию попадает единицами и стоит в десятки раз дороже рядовой ММД.",,
100r-1992-lmd-bimetal,,100,рубль,1992,ЛМД,rf,pre-reform,regular,bimetal,,биметалл,,28,2.3,12.33,Рубчатый,200,,,600,,"100 рублей 1992 ЛМД — крупнейший номинал биметаллической линейки первого года РФ. Ленинградский тираж был основным, и в средней сохранности сторублёвка встречается регулярно; коллекционно ценны только отборные UNC-экземпляры — жёлтое латунное кольцо темнеет быстро.",,
100r-1992-mmd-bimetal,,100,рубль,1992,ММД,rf,pre-reform,regular,bimetal,,биметалл,,28,2.3,12.33,Рубчатый,2000,,,3500,,"100 рублей 1992 ММД — редкий московский вариант крупнейшего биметаллического номинала. Тираж ММД был заметно меньше ленинградского, и на рынке «сотка ММД» ценится существенно выше; в коллекционной сохранности — одна из ключевых позиций биметалла ранней РФ.",,
20r-1992-lmd-nemagnitn,,20,рубль,1992,ЛМД,rf,pre-reform,regular,cupronickel,,немагнитная,,24,1.7,5.25,Рубчатый,50,,,100,,"20 рублей 1992 ЛМД в мельхиоре — стандартная немагнитная 20-рублёвка первого года молодой РФ. Ленинградский двор выпустил основной тираж этого номинала, и монета встречается массово. Коллекционно интересны только идеальные UNC — покрытие темнеет со временем.",,
20r-1992-mmd-nemagnitn,,20,рубль,1992,ММД,rf,pre-reform,regular,cupronickel,,немагнитная,,24,1.7,5.25,Рубчатый,90,,,120,,"20 рублей 1992 ММД в мельхиоре — немагнитный московский вариант. Тираж ММД на этом номинале был заметно меньше ленинградского, поэтому на рынке монета встречается реже и в хорошей сохранности устойчиво дороже аналога ЛМД.",,
5r-1992-m-magnitn,,5,рубль,1992,М,rf,pre-reform,regular,cupronickel,,магнитная,,24,1.8,6,Рубчатый,30,,,60,,"5 рублей 1992 со знаком «М» — ранняя партия молодой РФ, отчеканенная ещё советским штемпелем с одиночной буквой монетного двора. От более привычного «ММД» отличается именно клеймом; на рынке встречается регулярно, но штемпельная разновидность сама по себе интересна коллекционерам ранних 1990-х.",,
5r-1992-l-magnitn,,5,рубль,1992,Л,rf,pre-reform,regular,cupronickel,,магнитная,,24,1.8,6,Рубчатый,30,,,60,,"5 рублей 1992 со знаком «Л» — ленинградская пара ранней «эмки»: та же советская традиция одиночной буквы двора, перешедшая в первый год РФ. Штемпельная разновидность доступна по цене, но обязательна для полной подборки пятёрок 1992-го — в каталогах идёт отдельным номером.",,
5r-1992-mmd-magnitn,,5,рубль,1992,ММД,rf,pre-reform,regular,cupronickel,,магнитная,,24,1.8,6,Рубчатый,400,,,800,,"5 рублей 1992 ММД — рядовая пятёрка первого года молодой РФ, стальной кружок с медно-никелевым покрытием, уверенно магнитится. Чеканилась десятками миллионов, в обращении встречается массово. В цене только идеальные UNC — покрытие на этих монетах очень быстро тускнеет.",,
50r-1992-lmd-bimetal,,50,рубль,1992,ЛМД,rf,pre-reform,regular,bimetal,,биметалл,,24.5,1.65,6.1,Рубчатый,150,,,300,,50 рублей 1992 ЛМД — биметаллическая «полтинница» первого года РФ: жёлтое латунное кольцо и белый мельхиоровый центр. Ленинградский тираж был основным и сегодня встречается чаще московского. UNC-экземпляры уходят в коллекции быстро: латунь тускнеет даже в альбоме.,,
50r-1992-mmd-bimetal,,50,рубль,1992,ММД,rf,pre-reform,regular,bimetal,,биметалл,,24.5,1.65,6.1,Рубчатый,1300,,,3000,,"50 рублей 1992 ММД — редкий биметаллический вариант московского двора. Тираж ММД на этом номинале был в разы меньше ленинградского, и на рынке «полтинница ММД» ценится существенно выше ЛМД-аналога; в коллекционной сохранности это одна из ключевых монет биметалла 1992 года.",,
10r-1993-lmd-magnitn,,10,рубль,1993,ЛМД,rf,pre-reform,regular,cupronickel,,магнитная,,21,1.35,3.6,Рубчатый,30,,,60,,"10 рублей 1993 ЛМД на магнитной стальной заготовке — один из самых массовых вариантов 10-рублёвок ранней РФ. Уверенно магнитится, встречается в обращении регулярно. Коллекционную ценность имеют только идеальные UNC: покрытие на этих монетах быстро тускнеет и трётся.",,
10r-1993-mmd-magnitn,,10,рубль,1993,ММД,rf,pre-reform,regular,cupronickel,,магнитная,,21,1.35,3.6,Рубчатый,30,,,60,,"10 рублей 1993 ММД на магнитной заготовке — массовый выпуск московского двора. Стальной кружок с покрытием, уверенно магнитится; в обращении встречается часто. В цене только идеальные UNC — поверхность легко тускнеет.",,
10r-1993-mmd-nemagnitn,,10,рубль,1993,ММД,rf,pre-reform,regular,cupronickel,,немагнитная,,21,1.35,3.6,Рубчатый,7000,,,14000,,"10 рублей 1993 ММД в мельхиоре — классическая перепутка «немагнит» на магнитный год. Основной тираж 1993-го чеканился на стальных заготовках, а мельхиоровые кружки попали в оборот лишь небольшой партией. Магнитом не берётся, на торгах устойчиво уходит в пять-четырнадцать тысяч рублей — в сотни раз дороже рядовой магнитной 10-рублёвки.",,
